cust_id,income_yearly,debt_ratio,credit_rating,amount_requested,interest_pct,gender_type,family_status,edu_bg,job_status,loan_reason,internal_grade,is_repaid
24887,52214.85,0.087,665.0,25557.86,10.56,Male,Single,Bachelor's,Self-employed,Home,D3,1.0
24888,23410.57,0.419,664.0,2189.27,13.88,Male,Single,High School,Unemployed,Debt consolidation,D1,0.0
24889,55624.08,0.087,686.0,15143.89,11.12,Male,Single,High School,Employed,Debt consolidation,C5,1.0
24890,38770.55,0.065,746.0,8332.2,12.99,Male,Married,Bachelor's,Retired,Home,B2,1.0
24891,22588.48,0.096,662.0,28579.38,13.52,Male,Married,High School,Employed,Debt consolidation,D1,1.0
24892,79911.91,0.074,739.0,23891.61,8.97,Male,Married,Master's,Employed,Other,C4,1.0
24893,15641.59,0.097,605.0,9266.06,14.52,Female,Married,Bachelor's,Employed,Home,E5,1.0
24894,63781.43,0.192,746.0,35264.35,11.12,Male,Single,High School,Employed,Debt consolidation,B4,1.0
24895,19190.81,0.05,726.0,24454.77,11.43,Male,Single,High School,Employed,Debt consolidation,C3,1.0
24896,86782.42,0.078,672.0,5681.38,13.75,Male,Married,Bachelor's,Employed,Debt consolidation,C2,1.0
24897,131414.33,0.165,653.0,18136.83,15.55,Female,Single,High School,Unemployed,Debt consolidation,D1,0.0
24898,,0.13,,17053.81,11.52,Male,Married,,,Medical,C3,1.0
24899,70414.39,0.074,732.0,13262.95,14.27,Female,Married,Master's,Employed,Debt consolidation,C2,1.0
24900,28192.26,0.036,723.0,20487.22,11.22,Female,Single,High School,Employed,Debt consolidation,C2,1.0
24901,64542.0,0.141,679.0,15365.64,10.61,Male,Single,Bachelor's,Employed,Home,C1,1.0
24902,59878.41,0.191,686.0,12772.16,10.4,Male,Widowed,High School,Employed,Business,C1,1.0
24903,69998.73,0.11,743.0,12963.61,11.2,Male,Single,Master's,Employed,Debt consolidation,B4,1.0
24904,27793.58,0.086,652.0,19574.14,12.47,Female,Widowed,Bachelor's,Unemployed,Debt consolidation,D4,0.0
24905,57979.64,0.072,654.0,652.52,13.6,Male,Married,Bachelor's,Employed,Other,D1,1.0
24906,46949.29,0.261,683.0,8683.28,12.39,Male,Married,Master's,Unemployed,Car,C3,0.0
24907,11012.58,0.097,666.0,17648.12,12.09,Male,Single,Bachelor's,Unemployed,Debt consolidation,D4,0.0
24908,33103.69,0.073,654.0,18353.64,11.26,Female,Married,Master's,Employed,Debt consolidation,D2,1.0
24909,13882.47,0.05,673.0,17206.34,10.72,Female,Single,Bachelor's,Unemployed,Debt consolidation,C1,0.0
24910,56563.72,0.367,669.0,12586.1,11.6,Male,Married,Bachelor's,Employed,Medical,D1,1.0
24911,33821.25,0.128,769.0,13017.34,11.56,Male,Single,Master's,Employed,Debt consolidation,B1,1.0
24912,46626.31,0.101,726.0,8499.34,11.9,Male,Single,Bachelor's,Employed,Debt consolidation,C5,0.0
24913,59200.46,0.124,708.0,19180.56,13.4,Female,Single,Bachelor's,Employed,Other,C5,1.0
24914,142246.85,0.066,585.0,27217.05,15.51,Male,Single,Other,Unemployed,Debt consolidation,E3,0.0
24915,47983.21,0.188,692.0,9688.96,11.75,Male,Single,Bachelor's,Retired,Education,C1,1.0
24916,49281.34,0.097,734.0,8891.2,7.87,Male,Married,Other,Self-employed,Car,C5,1.0
24917,45220.37,0.143,721.0,13551.54,12.48,Female,Single,Bachelor's,Employed,Debt consolidation,C4,1.0
24918,53984.39,0.1,726.0,5394.33,10.9,Male,Married,Bachelor's,Self-employed,Debt consolidation,C1,1.0
24919,59409.37,0.093,757.0,12261.54,12.29,Female,Single,Bachelor's,Employed,Other,B5,1.0
24920,47790.72,0.462,636.0,27990.55,10.09,Male,Single,High School,Employed,Debt consolidation,D3,1.0
24921,43284.78,0.053,627.0,18789.18,13.34,Female,Single,Bachelor's,Employed,Debt consolidation,D2,1.0
24922,74089.3,0.072,708.0,12481.0,12.6,Female,Married,Bachelor's,Employed,Car,C1,1.0
24923,43467.64,0.08,654.0,9598.87,14.0,Female,Single,High School,Employed,Debt consolidation,D2,1.0
24924,81942.44,0.084,679.0,16986.7,10.92,Male,Married,Master's,Employed,Other,C3,1.0
24925,61148.92,0.111,609.0,15171.24,12.31,Female,Single,High School,Employed,Debt consolidation,E1,0.0
24926,24008.93,0.239,713.0,13944.93,13.75,Female,Married,High School,Employed,Debt consolidation,C4,1.0
24927,43927.91,0.079,586.0,19242.92,15.97,Female,Married,Bachelor's,Unemployed,Debt consolidation,E4,0.0
24928,30609.45,0.238,752.0,20365.79,7.34,Female,Single,High School,Employed,Education,B5,1.0
24929,164074.58,0.154,704.0,14372.49,10.24,Male,Married,High School,Retired,Medical,C2,1.0
24930,37337.6,0.164,687.0,15492.22,12.09,Female,Married,High School,Employed,Other,C4,1.0
24931,34683.78,0.066,642.0,19116.97,11.54,Male,Single,Bachelor's,Employed,Education,D1,1.0
24932,45988.15,0.11,559.0,6999.73,12.19,Female,Married,High School,Employed,Debt consolidation,F4,0.0
24933,71597.05,0.092,689.0,25068.66,12.09,Male,Married,High School,Unemployed,Debt consolidation,C3,0.0
24934,29270.98,0.078,663.0,7098.43,12.66,Female,Single,Bachelor's,Employed,Other,D5,1.0
24935,71278.07,0.093,684.0,23678.57,14.27,Female,Married,Bachelor's,Employed,Debt consolidation,C5,1.0
24936,106076.48,0.125,667.0,16790.45,11.23,Male,Married,High School,Employed,Debt consolidation,D2,1.0
24937,77526.98,0.051,665.0,16990.11,13.1,Male,Married,Master's,Employed,Debt consolidation,D4,1.0
24938,24113.18,0.087,688.0,18365.18,12.36,Male,Married,Bachelor's,Employed,Car,C5,1.0
24939,56844.43,0.189,695.0,10184.58,10.79,Male,Divorced,Bachelor's,Employed,Home,C5,1.0
24940,73076.63,0.095,693.0,8929.09,12.55,Male,Single,High School,Self-employed,Business,C4,0.0
24941,21076.72,0.234,622.0,8146.71,14.51,Female,Married,Bachelor's,Unemployed,Vacation,D1,0.0
24942,27447.23,0.257,708.0,29493.19,12.61,Female,Married,High School,Employed,Other,C5,1.0
24943,83870.35,0.185,672.0,13482.31,14.72,Female,Single,Bachelor's,Employed,Debt consolidation,C5,0.0
24944,18187.43,0.095,674.0,17402.88,10.35,Male,Single,High School,Employed,Home,C5,1.0
24945,23262.19,0.121,654.0,16256.55,8.99,Female,Single,Bachelor's,Employed,Debt consolidation,D5,1.0
24946,32781.64,0.116,697.0,17863.21,10.68,Male,Married,Bachelor's,Employed,Business,C5,1.0
24947,28994.23,0.095,668.0,2972.62,14.02,Female,Divorced,Bachelor's,Self-employed,Debt consolidation,D2,1.0
24948,70552.01,0.073,765.0,12661.4,11.95,Male,Married,High School,Employed,Debt consolidation,B4,1.0
24949,57849.85,0.073,635.0,22614.74,14.74,Female,Single,Bachelor's,Employed,Business,D5,1.0
24950,45333.91,0.076,667.0,20709.09,11.07,Female,Married,Master's,Employed,Home,D4,1.0
24951,42550.69,0.169,619.0,14792.45,13.35,Female,Married,Bachelor's,Employed,Debt consolidation,D4,0.0
24952,82017.84,0.149,641.0,19068.5,11.1,Female,Single,Master's,Employed,Other,D4,1.0
24953,114865.5,0.039,678.0,21804.11,14.58,Female,Married,Master's,Employed,Debt consolidation,C3,1.0
24954,35394.51,0.085,711.0,15124.78,8.47,Female,Single,Master's,Employed,Car,C3,1.0
24955,37105.05,0.081,646.0,12093.5,10.67,Female,Single,High School,Employed,Debt consolidation,D5,1.0
24956,67931.32,0.116,596.0,3270.32,14.52,Male,Single,Bachelor's,Unemployed,Other,E3,0.0
24957,17459.94,0.15,657.0,13471.03,12.75,Female,Married,Master's,Unemployed,Debt consolidation,D2,0.0
24958,,0.102,,18401.84,8.36,Male,Single,,,Car,C1,1.0
24959,61627.76,0.081,704.0,8207.48,13.24,Female,Married,Master's,Employed,Business,C3,1.0
24960,18389.88,0.288,652.0,13991.45,14.41,Male,Married,Master's,Self-employed,Car,D5,0.0
24961,45803.92,0.133,558.0,16939.48,13.33,Male,Married,High School,Employed,Business,F4,1.0
24962,51718.12,0.203,652.0,18365.18,12.21,Male,Married,High School,Employed,Medical,D1,1.0
24963,44945.73,0.071,690.0,8683.29,13.0,Male,Single,Master's,Employed,Debt consolidation,C5,1.0
24964,58941.43,0.06,703.0,26983.68,13.85,Male,Married,Bachelor's,Employed,Business,C1,1.0
24965,34173.18,0.067,648.0,10281.41,11.19,Female,Married,Bachelor's,Employed,Other,D4,1.0
24966,34392.85,0.058,628.0,22608.91,15.75,Male,Married,Bachelor's,Employed,Other,D3,1.0
24967,40290.03,0.079,651.0,17058.14,11.79,Male,Single,High School,Employed,Car,D2,0.0
24968,37758.43,0.129,782.0,4578.22,9.71,Male,Single,Bachelor's,Employed,Debt consolidation,B1,1.0
24969,43925.66,0.226,672.0,7184.54,9.45,Male,Single,Other,Student,Debt consolidation,C2,0.0
24970,92622.68,0.04,695.0,15982.39,11.13,Male,Single,Bachelor's,Employed,Car,C5,1.0
24971,29331.56,0.056,652.0,25509.2,13.35,Male,Married,Bachelor's,Employed,Debt consolidation,D2,1.0
24972,62395.83,0.333,545.0,7728.52,14.07,Female,Single,Bachelor's,Employed,Debt consolidation,F2,0.0
24973,24274.33,0.074,723.0,9168.94,11.99,Male,Single,High School,Employed,Debt consolidation,C1,1.0
24974,49005.6,0.294,721.0,7556.6,13.25,Male,Single,High School,Employed,Debt consolidation,C2,0.0
24975,26370.5,0.066,686.0,16951.48,9.69,Male,Single,High School,Employed,Debt consolidation,C2,1.0
24976,90613.85,0.284,683.0,13222.98,10.94,Female,Single,High School,Unemployed,Debt consolidation,C4,0.0
24977,62430.17,0.076,694.0,12557.03,12.94,Female,Single,Bachelor's,Employed,Other,C1,1.0
24978,10616.21,0.065,673.0,25296.11,13.85,Male,Married,Bachelor's,Employed,Debt consolidation,C1,1.0
24979,24782.54,0.07,648.0,12093.55,13.46,Female,Married,Other,Employed,Other,D4,1.0
24980,24641.66,0.064,782.0,24017.12,11.92,Male,Married,Bachelor's,Employed,Home,B3,1.0
24981,30707.84,0.071,653.0,11665.17,13.1,Male,Married,Bachelor's,Self-employed,Education,D1,1.0
24982,28410.23,0.142,686.0,20688.46,11.49,Female,Single,Other,Employed,Debt consolidation,C4,1.0
24983,28696.87,0.075,682.0,27119.64,11.45,Female,Married,Bachelor's,Employed,Debt consolidation,C2,1.0
24984,64663.05,0.088,556.0,14223.92,15.5,Female,Married,Bachelor's,Employed,Home,F1,1.0
24985,53425.77,0.096,598.0,16703.71,12.19,Female,Single,Master's,Employed,Home,E5,1.0
24986,48604.62,0.091,687.0,20829.18,14.05,Female,Married,Master's,Employed,Debt consolidation,C1,1.0
24987,,0.065,,2698.94,10.25,Female,Single,,,Debt consolidation,C3,1.0
24988,70769.94,0.172,704.0,23421.41,11.15,Male,Single,Master's,Employed,Other,C5,1.0
24989,30602.85,0.084,683.0,12271.98,8.49,Female,Married,High School,Employed,Other,C2,1.0
24990,79822.5,0.131,591.0,21267.93,14.91,Female,Married,Bachelor's,Employed,Home,E4,0.0
24991,41435.69,0.082,622.0,22309.14,13.72,Female,Single,Bachelor's,Unemployed,Other,D5,0.0
24992,35423.1,0.152,683.0,18597.87,14.73,Male,Single,Bachelor's,Employed,Debt consolidation,C4,1.0
24993,61510.82,0.085,685.0,17471.37,13.7,Male,Single,Master's,Employed,Debt consolidation,C2,1.0
24994,65847.8,0.172,659.0,7347.25,9.77,Female,Single,Bachelor's,Employed,Car,D3,1.0
24995,36769.34,0.245,616.0,20487.66,14.24,Male,Single,High School,Employed,Debt consolidation,D3,0.0
24996,92640.92,0.098,572.0,11611.1,15.62,Male,Married,High School,Unemployed,Debt consolidation,F1,0.0
24997,72906.75,0.073,754.0,20779.38,8.96,Female,Single,High School,Employed,Debt consolidation,B3,1.0
24998,29143.68,0.081,664.0,18816.6,10.16,Male,Married,High School,Unemployed,Education,D4,0.0
24999,23677.76,0.159,648.0,5762.24,12.76,Female,Single,High School,Employed,Debt consolidation,D3,1.0
25000,53637.83,0.181,610.0,11669.97,11.87,Female,Married,Master's,Employed,Debt consolidation,D2,0.0
25001,17298.99,0.079,587.0,14795.5,13.36,Male,Single,Bachelor's,Unemployed,Debt consolidation,E5,0.0
25002,46343.37,0.089,683.0,14016.28,11.23,Male,Single,High School,Employed,Business,C2,1.0
25003,53789.17,0.094,589.0,2972.62,14.04,Male,Single,Other,Employed,Medical,E1,1.0
25004,247972.39,0.084,582.0,17561.18,14.61,Female,Married,Bachelor's,Unemployed,Debt consolidation,E3,0.0
25005,47325.94,0.099,669.0,14279.88,12.86,Male,Married,Bachelor's,Self-employed,Medical,D2,1.0
25006,18681.75,0.214,733.0,14990.03,9.65,Female,Married,High School,Employed,Debt consolidation,C4,1.0
25007,29383.29,0.058,590.0,4607.42,16.91,Male,Single,Master's,Employed,Car,E3,0.0
25008,55327.34,0.098,611.0,18384.29,14.11,Male,Single,Other,Self-employed,Debt consolidation,D4,1.0
25009,46763.4,0.049,709.0,30249.59,10.09,Male,Married,Bachelor's,Employed,Debt consolidation,C5,1.0
25010,30561.07,0.099,763.0,12157.29,12.91,Female,Married,Bachelor's,Employed,Debt consolidation,B5,1.0
25011,51722.85,0.157,671.0,10592.02,15.46,Female,Married,Bachelor's,Employed,Business,C1,1.0
25012,42933.78,0.037,713.0,10398.2,10.9,Male,Married,Bachelor's,Employed,Debt consolidation,C2,1.0
25013,19249.21,0.125,633.0,17688.0,10.01,Male,Single,Bachelor's,Employed,Debt consolidation,D3,0.0
25014,18486.4,0.096,672.0,19262.95,12.18,Female,Married,Bachelor's,Employed,Debt consolidation,C3,1.0
25015,26371.03,0.249,695.0,3185.68,12.85,Female,Single,Bachelor's,Unemployed,Debt consolidation,C3,0.0
25016,20576.97,0.077,599.0,17360.86,13.7,Male,Single,Bachelor's,Employed,Home,E2,1.0
25017,37227.38,0.039,709.0,21154.87,10.06,Male,Single,High School,Employed,Debt consolidation,C3,1.0
25018,16892.38,0.093,678.0,6493.43,10.82,Female,Single,Bachelor's,Unemployed,Car,C4,0.0
25019,49833.95,0.072,654.0,13663.64,10.63,Male,Married,Bachelor's,Employed,Debt consolidation,D1,1.0
25020,74270.08,0.064,628.0,14706.95,13.14,Female,Married,High School,Employed,Home,D3,1.0
25021,81086.83,0.065,712.0,15594.29,12.79,Female,Married,High School,Employed,Debt consolidation,C5,1.0
25022,43706.81,0.037,689.0,2117.16,12.35,Female,Single,Bachelor's,Employed,Debt consolidation,C4,1.0
25023,36121.04,0.192,745.0,10174.31,10.9,Female,Single,Master's,Employed,Home,B5,1.0
25024,105761.66,0.162,628.0,15367.64,12.23,Female,Married,PhD,Unemployed,Other,D2,0.0
25025,55782.3,0.087,749.0,9344.63,12.42,Female,Married,Bachelor's,Employed,Debt consolidation,B4,1.0
25026,40996.41,0.272,631.0,18606.95,12.52,Female,Married,High School,Employed,Debt consolidation,D4,0.0
25027,15190.42,0.097,658.0,23446.96,13.05,Female,Married,Bachelor's,Retired,Debt consolidation,D3,1.0
25028,28607.81,0.096,732.0,28357.49,14.43,Male,Single,Master's,Employed,Debt consolidation,C5,1.0
25029,73476.86,0.08,703.0,12587.1,12.37,Male,Divorced,Bachelor's,Employed,Debt consolidation,C5,1.0
25030,28337.31,0.094,683.0,24122.24,13.08,Female,Single,High School,Employed,Medical,C4,1.0
25031,56137.09,0.071,672.0,1017.32,12.98,Male,Married,Bachelor's,Employed,Education,C1,1.0
25032,35030.24,0.11,704.0,23194.35,12.38,Female,Married,Bachelor's,Employed,Debt consolidation,C1,1.0
25033,37165.82,0.096,732.0,20402.85,9.0,Female,Single,High School,Retired,Debt consolidation,C1,1.0
25034,16176.24,0.048,656.0,32234.83,14.88,Male,Married,High School,Employed,Debt consolidation,D3,0.0
25035,72904.2,0.229,677.0,13274.31,16.23,Female,Married,Bachelor's,Employed,Debt consolidation,C4,0.0
25036,47983.21,0.137,746.0,12750.76,12.24,Female,Married,Bachelor's,Employed,Debt consolidation,B1,1.0
25037,99375.77,0.039,727.0,18489.62,11.63,Female,Widowed,High School,Employed,Home,C4,1.0
25038,55415.72,0.05,644.0,23036.48,12.48,Female,Married,Master's,Unemployed,Debt consolidation,D2,0.0
25039,36285.62,0.037,631.0,20366.72,15.81,Female,Single,High School,Unemployed,Education,D3,0.0
25040,106021.81,0.094,729.0,17334.27,15.73,Male,Married,Bachelor's,Self-employed,Debt consolidation,C1,1.0
25041,87596.81,0.11,821.0,29499.41,8.49,Female,Married,Bachelor's,Employed,Other,A2,1.0
25042,25283.79,0.071,685.0,21640.06,12.72,Male,Married,High School,Employed,Other,C3,1.0
25043,71172.48,0.16,633.0,15119.27,16.1,Female,Widowed,Bachelor's,Self-employed,Car,D1,1.0
25044,45438.04,0.067,660.0,18446.16,13.04,Female,Single,Bachelor's,Employed,Debt consolidation,D4,1.0
25045,35016.52,0.06,762.0,18482.25,11.85,Male,Married,Bachelor's,Employed,Education,B2,1.0
25046,24791.41,0.054,651.0,16595.3,10.51,Male,Divorced,High School,Employed,Debt consolidation,D1,1.0
25047,209223.1,0.213,694.0,9882.56,12.71,Male,Married,High School,Employed,Debt consolidation,C4,1.0
25048,63672.69,0.034,726.0,14745.4,8.95,Male,Married,High School,Self-employed,Debt consolidation,C5,1.0
25049,25551.69,0.13,717.0,13337.44,12.53,Male,Married,Bachelor's,Unemployed,Other,C3,0.0
25050,55852.41,0.066,656.0,28300.67,12.56,Female,Single,Bachelor's,Employed,Debt consolidation,D2,1.0
25051,98428.39,0.042,725.0,13662.12,11.42,Male,Married,Bachelor's,Employed,Car,C2,1.0
25052,25205.06,0.259,724.0,11205.15,9.55,Female,Married,High School,Employed,Car,C2,1.0
25053,51467.82,0.068,599.0,12072.91,11.35,Female,Single,High School,Employed,Car,E3,1.0
25054,30706.05,0.119,732.0,1762.96,13.95,Female,Single,Bachelor's,Employed,Education,C1,1.0
25055,58633.93,0.197,561.0,13429.76,15.51,Male,Single,Bachelor's,Unemployed,Debt consolidation,F5,0.0
25056,46766.38,0.102,689.0,1634.54,13.78,Male,Married,High School,Unemployed,Debt consolidation,C5,1.0
25057,39255.51,0.053,672.0,6071.43,12.75,Male,Married,High School,Employed,Debt consolidation,C3,1.0
25058,36318.62,0.086,774.0,10133.71,8.87,Female,Married,High School,Employed,Debt consolidation,B5,1.0
25059,43434.89,0.022,621.0,9427.7,14.65,Male,Single,High School,Employed,Debt consolidation,D4,1.0
25060,44610.94,0.191,661.0,9778.71,11.01,Male,Married,Bachelor's,Employed,Debt consolidation,D5,1.0
25061,40969.66,0.087,658.0,16298.51,13.56,Male,Divorced,Bachelor's,Employed,Other,D4,1.0
25062,49872.95,0.06,760.0,11479.34,8.81,Female,Single,Bachelor's,Employed,Debt consolidation,B4,1.0
25063,24708.04,0.252,714.0,15305.57,10.45,Male,Single,High School,Employed,Debt consolidation,C3,1.0
25064,57551.55,0.069,742.0,7797.97,13.97,Male,Single,Bachelor's,Employed,Debt consolidation,B1,1.0
25065,46747.99,0.072,674.0,15051.12,11.59,Female,Married,Master's,Employed,Other,C5,1.0
25066,27244.67,0.096,783.0,18277.97,10.42,Female,Married,Other,Employed,Debt consolidation,B4,1.0
25067,52467.73,0.285,669.0,12176.75,9.37,Female,Single,High School,Unemployed,Debt consolidation,D4,0.0
25068,65907.75,0.065,628.0,6954.56,12.87,Male,Married,Master's,Unemployed,Debt consolidation,D3,0.0
25069,73376.9,0.086,663.0,15374.97,14.51,Male,Single,High School,Employed,Vacation,D3,1.0
25070,26113.26,0.063,706.0,20991.62,13.23,Female,Single,Bachelor's,Employed,Debt consolidation,C3,1.0
25071,87990.64,0.326,663.0,24644.88,11.6,Male,Married,High School,Employed,Car,D1,1.0
25072,55970.63,0.09,765.0,1383.04,11.45,Male,Single,High School,Retired,Car,B3,1.0
25073,14054.72,0.169,683.0,8356.4,13.61,Female,Married,High School,Employed,Debt consolidation,C3,1.0
25074,63726.26,0.097,735.0,16157.08,11.84,Male,Single,Bachelor's,Self-employed,Debt consolidation,C1,1.0
25075,30384.86,0.181,711.0,14148.45,11.74,Female,Married,Other,Employed,Debt consolidation,C4,1.0
25076,55277.99,0.183,648.0,18708.58,13.26,Male,Married,High School,Employed,Car,D2,1.0
25077,17246.5,0.065,718.0,3066.22,11.12,Male,Married,Bachelor's,Unemployed,Debt consolidation,C1,0.0
25078,65931.54,0.139,632.0,13008.74,13.74,Female,Single,Master's,Employed,Debt consolidation,D2,1.0
25079,74103.23,0.071,682.0,12158.21,8.7,Male,Single,Bachelor's,Retired,Debt consolidation,C2,1.0
25080,23490.75,0.087,618.0,16290.4,12.83,Female,Married,Bachelor's,Employed,Business,D4,0.0
25081,61342.98,0.049,792.0,8146.64,13.4,Male,Single,Bachelor's,Employed,Debt consolidation,B3,1.0
25082,,ERR_VAL,,24997.31,12.72,Female,Married,,,Debt consolidation,D4,1.0
25083,25177.38,0.257,679.0,21704.15,10.64,Male,Single,High School,Employed,Other,C4,1.0
25084,48752.66,0.068,701.0,3238.77,11.44,Female,Single,Master's,Employed,Medical,C3,0.0
25085,74522.78,0.018,746.0,18054.71,13.01,Male,Single,Master's,Employed,Debt consolidation,B2,1.0
25086,35697.34,0.287,698.0,27891.61,15.16,Female,Single,Bachelor's,Employed,Debt consolidation,C1,1.0
25087,28306.73,0.146,575.0,25287.52,17.98,Female,Single,Bachelor's,Employed,Debt consolidation,F1,0.0
25088,52788.12,0.111,719.0,7268.71,13.91,Male,Married,High School,Employed,Debt consolidation,C1,1.0
25089,25243.78,0.155,613.0,15276.7,13.4,Male,Single,High School,Unemployed,Business,D3,0.0
25090,20362.7,0.095,687.0,8386.47,9.15,Female,Married,High School,Unemployed,Debt consolidation,C2,0.0
25091,67250.05,0.072,603.0,2362.77,15.1,Male,Single,Bachelor's,Retired,Debt consolidation,E5,1.0
25092,73022.02,0.073,703.0,12963.29,13.73,Male,Married,Bachelor's,Unemployed,Business,C5,1.0
25093,25495.67,0.095,776.0,13188.12,10.48,Male,Single,Master's,Employed,Car,B3,1.0
25094,39052.15,0.186,468.0,38396.12,17.53,Female,Single,Bachelor's,Self-employed,Business,F1,0.0
25095,52355.35,0.065,793.0,16981.68,10.15,Female,Single,Master's,Employed,Debt consolidation,B3,1.0
25096,62703.79,0.142,722.0,13825.93,11.73,Female,Single,Bachelor's,Self-employed,Debt consolidation,C2,1.0
25097,121167.67,0.091,715.0,17079.52,10.37,Male,Married,High School,Employed,Debt consolidation,C1,1.0
25098,48978.62,0.039,752.0,17215.64,8.72,Male,Single,Bachelor's,Employed,Education,B3,1.0
25099,13807.09,0.054,596.0,14656.8,16.13,Male,Single,High School,Unemployed,Debt consolidation,E5,0.0
25100,51675.2,0.063,712.0,14387.08,9.8,Female,Married,Bachelor's,Employed,Debt consolidation,C1,1.0
25101,37475.26,0.343,702.0,11647.33,10.18,Male,Married,Bachelor's,Employed,Business,C5,1.0
25102,49827.42,0.058,691.0,13397.22,9.32,Male,Single,Master's,Employed,Other,C1,1.0
25103,19365.67,0.148,654.0,13166.9,10.82,Male,Married,Bachelor's,Employed,Business,D3,1.0
25104,27978.05,0.074,675.0,17890.18,12.56,Female,Married,Bachelor's,Employed,Business,C4,1.0
25105,63942.02,0.088,634.0,8071.09,12.53,Male,Single,High School,Employed,Debt consolidation,D2,1.0
25106,17057.99,0.093,577.0,9392.79,14.52,Male,Single,Bachelor's,Employed,Car,F5,1.0
25107,56425.3,0.084,688.0,17133.48,10.93,Female,Single,High School,Self-employed,Home,C5,1.0
25108,53670.78,0.25,675.0,8059.45,12.21,Male,Married,Bachelor's,Employed,Debt consolidation,C2,0.0
25109,24284.09,0.059,653.0,15963.06,13.03,Male,Single,Master's,Employed,Debt consolidation,D2,1.0
25110,18012.51,0.069,681.0,1347.52,13.08,Female,Married,Bachelor's,Employed,Medical,C4,1.0
25111,43719.27,0.109,658.0,21395.83,13.96,Female,Single,Bachelor's,Employed,Other,D4,1.0
25112,30215.09,0.272,692.0,14447.16,11.65,Female,Married,Other,Unemployed,Debt consolidation,C2,0.0
25113,63872.98,0.209,690.0,11034.9,10.89,Male,Single,Bachelor's,Unemployed,Car,C3,0.0
25114,23494.44,0.098,614.0,8772.28,13.68,Female,Married,Bachelor's,Self-employed,Debt consolidation,D3,1.0
25115,14185.7,0.127,751.0,13177.66,10.66,Female,Married,High School,Employed,Debt consolidation,B2,1.0
25116,25482.73,0.068,664.0,34233.67,15.67,Male,Married,High School,Employed,Debt consolidation,D1,1.0
25117,52340.11,0.093,649.0,7702.93,13.53,Female,Single,High School,Employed,Debt consolidation,D3,1.0
25118,52691.09,0.079,704.0,15654.77,11.64,Male,Single,Master's,Employed,Car,C3,1.0
25119,52320.93,0.061,719.0,18677.59,12.24,Female,Married,Bachelor's,Employed,Business,C4,1.0
25120,189008.11,0.097,519.0,3195.9,14.49,Female,Single,Bachelor's,Employed,Car,F3,1.0
25121,53920.74,0.139,693.0,20362.77,13.29,Female,Married,Master's,Unemployed,Business,C2,0.0
25122,71383.87,0.065,668.0,24989.92,12.54,Male,Married,Bachelor's,Employed,Debt consolidation,D3,1.0
25123,52628.69,0.21,732.0,13292.76,13.98,Female,Married,Bachelor's,Employed,Debt consolidation,C5,1.0
25124,27300.96,0.178,663.0,2586.92,12.51,Male,Married,Bachelor's,Employed,Debt consolidation,D2,1.0
25125,104431.28,0.098,656.0,11506.7,13.08,Male,Married,Bachelor's,Self-employed,Other,D1,1.0
25126,37335.51,0.08,739.0,20651.23,11.5,Female,Single,High School,Employed,Debt consolidation,C5,1.0
25127,25806.14,0.099,662.0,18266.94,10.79,Male,Single,Bachelor's,Employed,Debt consolidation,D1,1.0
25128,38101.85,0.31,723.0,24567.74,12.94,Male,Married,Bachelor's,Employed,Home,C5,0.0
25129,48831.84,0.09,651.0,12085.65,12.97,Male,Married,Master's,Employed,Other,D3,1.0
25130,14774.26,0.167,691.0,5884.19,11.84,Female,Married,Master's,Unemployed,Other,C3,0.0
25131,66547.75,0.087,721.0,20690.58,12.22,Female,Married,High School,Employed,Debt consolidation,C1,1.0
25132,22247.21,0.086,661.0,16607.89,12.26,Female,Married,High School,Unemployed,Debt consolidation,D4,0.0
25133,42003.32,0.1,690.0,13120.18,9.89,Female,Married,Bachelor's,Self-employed,Medical,C1,1.0
25134,35783.58,0.127,633.0,2363.87,13.03,Male,Married,Bachelor's,Employed,Debt consolidation,D1,1.0
25135,62922.05,0.285,687.0,20817.57,13.29,Female,Married,Bachelor's,Unemployed,Debt consolidation,C2,0.0
25136,77900.58,0.153,708.0,6073.43,11.96,Male,Single,Bachelor's,Employed,Car,C4,1.0
25137,38000.87,0.066,711.0,5289.05,14.4,Female,Married,Bachelor's,Employed,Debt consolidation,C2,1.0
25138,82576.56,0.164,763.0,11460.81,9.97,Male,Single,High School,Employed,Debt consolidation,B2,1.0
25139,,ERR_VAL,,24891.68,9.68,Female,Single,,,Debt consolidation,D2,0.0
25140,10374.8,0.096,641.0,25208.21,16.57,Male,Single,Bachelor's,Employed,Debt consolidation,D3,1.0
25141,82772.67,0.081,656.0,12571.44,11.18,Male,Single,High School,Employed,Other,D3,1.0
25142,54424.45,0.103,661.0,5666.84,13.69,Male,Single,Bachelor's,Self-employed,Business,D4,1.0
25143,26795.8,0.154,626.0,15659.41,13.94,Female,Single,Master's,Employed,Debt consolidation,D3,1.0
25144,81782.14,0.037,681.0,17864.02,11.1,Female,Single,High School,Employed,Other,C1,1.0
25145,73025.62,0.117,644.0,6601.0,15.56,Female,Married,Bachelor's,Employed,Business,D1,1.0
25146,54710.22,0.034,682.0,19608.23,13.04,Female,Single,Master's,Self-employed,Education,C4,1.0
25147,19682.07,0.095,595.0,20762.96,13.01,Female,Single,Bachelor's,Employed,Car,E3,1.0
